ID_CONTA	RESPOSTA	DIVIDA_FINAL	DT_ACORDO
704468	0	4271.28	2019-03-22
704523	0	722.98	2019-03-20
704525	0	2098.48	2019-03-22
704540	0	6082.92	2019-06-03
704541	0	5248.25	2019-06-03
704621	0	2370.3	2019-03-22
704681	0	2155.39	2018-11-22
704793	0	2406.44	2019-06-03
704817	0	4087.2	2019-06-03
704836	0	17028.67	2019-06-03
704901	0	954.66	2019-06-03
704906	0	11552.88	2019-06-03
704957	0	15456.83	2019-06-03
704983	0	4592.99	2019-03-22
704996	0	1430.04	2019-06-03
705023	0	5168.19	2019-03-22
705039	0	1125.69	2018-11-22
705056	0	1484.17	2018-11-22
705089	0	4247.04	2019-06-03
705183	0	2163.9	2019-03-22
705236	0	9591.26	2019-06-03
705283	0	10154.04	2019-03-22
705296	0	3932.96	2019-06-03
705310	0	2066.39	2019-06-03
705338	0	3377.92	2019-06-03
705428	0	4009.16	2019-06-03
705435	0	778.29	2018-11-22
705480	0	1673.49	2019-06-03
705531	0	14120.8	2019-06-03
705616	0	1311.24	2019-06-03
705665	0	1731.94	2019-03-20
705794	0	4086.46	2019-06-03
705806	0	972.58	2019-06-03
705844	0	1945.98	2018-11-22
705854	1	3541.18	2019-03-20
705867	0	4204.01	2019-06-03
706095	0	3066.97	2019-03-22
706105	0	668.88	2019-03-20
706114	0	3461.11	2019-06-03
706193	0	3121	2019-06-03
706222	0	7825.4	2019-03-22
706245	0	18329.13	2019-03-22
706358	0	4651.87	2019-06-03
706390	0	9814.84	2019-06-03
706398	0	1714.08	2019-06-03
706432	0	2291.25	2019-06-03
706527	0	2469.02	2019-06-03
706544	0	10839.8	2019-03-21
706603	0	4119.58	2019-06-03
706620	0	3426.3	2019-06-03
706647	0	6783.63	2019-06-03
706698	0	10244.01	2019-03-22
706787	0	1018.22	2019-03-22
706856	0	1645.1	2019-06-03
706935	0	4675.56	2019-06-03
706981	0	3959.31	2019-06-03
707049	0	4577.52	2019-03-22
707049	1	5388.73	2019-06-03
707050	0	14883.17	2019-06-03
707070	0	2012.38	2019-03-22
707080	0	302.67	2019-03-20
707095	0	6189.11	2019-06-03
707129	0	4810.79	2019-06-03
707148	0	3728.21	2019-06-03
707191	0	12881.85	2019-06-03
707207	0	5092.79	2019-03-22
707215	0	18985.62	2019-03-22
707241	0	13107.37	2019-06-03
707280	0	4274.49	2019-06-03
707384	0	8351.67	2019-03-22
707456	0	3802.61	2019-03-22
707580	0	1753.83	2019-03-22
707587	0	4053.52	2019-06-03
707619	0	3118.31	2019-06-03
707629	0	9883.72	2019-06-03
707689	0	1925.31	2019-06-03
707744	0	2173.47	2019-06-03
707867	0	4980.73	2019-03-22
707898	0	1329.67	2019-06-03
707907	0	3573	2019-06-03
707944	0	7898.96	2019-06-03
708036	0	491.65	2019-03-20
708061	0	4900.26	2019-06-03
708070	0	2160.56	2019-06-03
708082	0	4406.2	2019-06-03
708118	0	2344.97	2019-06-03
708150	0	8784.48	2019-06-03
708182	0	3433.84	2019-06-03
708221	0	1943.97	2019-06-03
708226	0	3451.2	2019-06-03
708232	0	955.85	2019-06-03
708247	0	6914.85	2019-06-03
708283	0	6199.56	2019-06-03
708308	0	2130.31	2019-06-03
708330	0	1951.63	2019-06-03
708352	0	1055.44	2019-03-20
708398	0	1307.67	2019-06-03
708414	0	992.09	2019-03-20
708486	0	3911.15	2019-06-03
708493	0	4720.82	2019-06-03
708607	0	7901.39	2019-03-22
708647	0	3663.11	2019-06-03
708660	0	13181.81	2019-06-03
708672	0	1575.83	2019-06-03
708698	0	2927.2	2019-03-21
708856	0	1409.34	2019-03-20
708913	0	6721.55	2019-06-03
708927	0	2364	2019-06-03
709070	0	9863.62	2019-03-22
709114	0	718.74	2018-11-22
709125	0	2229.87	2019-06-03
709186	0	1269.16	2019-03-22
709218	0	2275.74	2019-03-20
709218	1	2779.75	2019-06-03
709253	0	2572.22	2019-06-03
709285	0	4908.74	2019-06-03
709288	1	1418.36	2019-06-03
709333	0	5535.69	2019-03-22
709336	0	8455.83	2019-06-03
709580	0	2981.71	2019-06-03
709581	0	8503.34	2019-06-03
709585	0	7314.56	2019-06-03
709600	0	2406.48	2019-06-03
709601	0	3059.34	2019-03-22
709601	1	3601.51	2019-06-03
709630	0	2166.74	2019-03-20
709630	1	2646.62	2019-06-03
709756	0	6409.54	2019-06-03
709798	0	1986.4	2019-03-20
709833	0	1671.56	2019-06-03
709849	0	801.82	2019-03-20
709887	0	5291.31	2019-06-03
709909	0	3531.29	2019-06-03
709929	0	4028.87	2019-06-03
709936	0	2228.01	2019-06-03
709988	0	1753.56	2019-06-03
710075	0	2344.17	2019-06-03
710123	0	3465.18	2019-06-03
710125	0	5444.31	2019-06-03
710162	0	1284.22	2019-03-20
710184	0	2747.96	2019-03-22
710228	0	9137	2019-03-21
710248	0	2853.29	2019-06-03
710253	0	5772.56	2019-06-03
710298	0	2075.9	2019-06-03
710302	0	2626.43	2019-06-03
710340	0	3264.47	2019-03-20
710380	0	5071.89	2019-06-03
710423	0	961.79	2019-03-20
710445	0	1970.83	2019-06-03
710453	0	5053.06	2019-06-03
710460	0	499.84	2019-03-20
710476	0	3213.37	2019-06-03
710479	0	2996.35	2019-06-03
710501	0	677.62	2019-03-20
710576	0	4778.82	2019-03-20
710587	0	2009.28	2019-06-03
710663	0	10328.17	2019-06-03
710679	0	960.71	2019-03-20
710726	0	5399.96	2019-06-03
710761	0	1157.97	2019-03-20
710761	1	1417.18	2019-06-03
710773	0	4951.12	2019-03-20
710804	0	1074.85	2019-06-03
710808	0	4373.91	2019-06-03
710862	0	8966.06	2019-06-03
710877	0	1117.6	2019-03-22
710885	0	6518.88	2019-06-03
710911	0	1883.46	2019-06-03
710945	0	3294.1	2019-06-03
710951	0	3750.83	2019-03-22
710956	0	5611.19	2019-06-03
711010	0	2029.3	2019-06-03
711019	0	11788.94	2019-06-03
711031	0	7787.11	2019-06-03
711079	0	719.63	2019-03-20
711080	0	9195.31	2019-06-03
711108	0	13775.22	2019-03-22
711232	0	1575.01	2019-06-03
711244	0	4209.57	2019-06-03
711293	0	7888.38	2019-06-03
711298	0	4126.99	2019-06-03
711343	0	10435.01	2019-06-03
711369	0	1718.72	2019-06-03
711403	0	2171.45	2019-03-22
711597	0	7884.74	2019-06-03
711694	0	3417.7	2019-03-22
711750	0	13142.9	2019-06-03
711820	0	8031.04	2019-06-03
711822	0	3885.4	2019-03-22
711826	0	1285.07	2019-06-03
711830	0	2119.85	2019-06-03
711841	1	1478.75	2019-03-21
711864	0	7087.43	2019-06-03
711867	1	509.97	2018-11-22
711871	0	4788.93	2019-06-03
712029	0	9112.15	2019-06-03
712069	0	4333.48	2019-06-03
712093	0	5885.31	2019-03-22
712110	0	1715.99	2019-06-03
712239	0	3917.56	2019-06-03
712281	0	5227.65	2019-06-03
712365	0	4304.54	2019-06-03
712376	0	1421.47	2019-06-03
712381	0	478.33	2019-03-20
712478	0	2389.3	2019-03-22
712481	0	3551.89	2019-03-20
712509	0	5459.99	2019-03-22
712553	0	587.7	2019-03-20
712621	0	5528.98	2019-06-03
712654	0	4920.07	2019-06-03
712673	0	6685.56	2019-06-03
712674	0	2051.65	2019-03-20
712763	0	2002.11	2019-06-03
712786	0	1768.81	2019-06-03
712837	0	2545.85	2019-03-22
712944	0	637.56	2019-03-20
712995	0	5173.1	2019-06-03
713055	0	8539.21	2019-03-21
713088	0	8607.9	2019-03-22
713141	0	7651.31	2019-06-03
713251	0	7415.42	2019-06-03
713264	0	2803.4	2019-06-03
713291	0	8375.94	2019-03-22
713303	0	3443.37	2019-06-03
713345	0	861.74	2019-03-20
713513	0	765.4	2019-03-20
713540	0	3285.19	2019-06-03
713555	0	3387.11	2019-03-22
713572	0	2887.53	2019-06-03
713682	0	4276.4	2019-06-03
713712	0	865.33	2019-06-03
713715	0	5746.46	2019-03-22
713810	0	2210.87	2019-06-03
713822	0	2285.93	2019-06-03
713848	0	5685.74	2019-06-03
713877	0	6543	2019-06-03
713895	0	6342.07	2019-03-22
713947	0	3613.7	2019-03-21
713996	0	3122.9	2019-06-03
714125	0	2730.65	2019-06-03
714134	0	13218.84	2019-06-03
714149	0	3154.63	2019-03-22
714181	1	1120.7	2019-06-03
714251	0	5562.29	2019-03-22
714340	0	8480.74	2019-03-20
714371	0	3824.97	2019-06-03
714463	0	1468.37	2019-06-03
714519	0	1346.8	2019-03-20
714528	0	1418.67	2019-06-03
714532	0	897.87	2019-06-03
714574	0	1068.9	2019-03-21
714651	0	21159.78	2019-03-22
714685	0	9874.58	2019-06-03
714701	0	1766.91	2019-03-20
714764	1	1527.9	2019-06-03
714875	0	5215.79	2019-03-20
714879	0	982.57	2019-03-20
714963	0	8475.43	2019-06-03
714980	0	4226.53	2019-06-03
715066	0	3251.72	2019-06-03
715099	0	490.89	2018-11-22
715114	0	2597.02	2019-06-03
715120	0	4804.04	2019-06-03
715150	0	559.22	2019-03-20
715164	0	5805.1	2019-06-03
715398	0	4069.02	2019-06-03
715399	0	3271.24	2019-06-03
715405	0	2846.46	2019-06-03
715470	0	3412.16	2019-06-03
715661	0	2649.62	2019-06-03
715662	0	2176.82	2018-11-22
715695	0	1503.75	2019-06-03
715825	0	826	2018-11-22
715844	0	2926.3	2019-03-22
715862	0	7376.53	2019-06-03
715904	0	5052.07	2019-06-03
715916	0	774.49	2019-06-03
715964	0	1818.12	2019-06-03
715969	0	6888.87	2019-06-03
715973	0	855.18	2019-03-20
716041	0	8575.97	2019-06-03
716048	0	1819.64	2019-06-03
716078	0	2618	2019-06-03
716078	1	2200.64	2018-11-22
716114	0	815.08	2019-06-03
716117	0	6054.31	2019-06-03
716171	0	3201.1	2019-06-03
716199	0	1276.87	2019-03-21
716206	0	4395.56	2019-06-03
716234	0	8353.19	2019-06-03
716243	0	969.19	2018-11-22
716277	0	1166.88	2019-06-03
716412	0	7173.03	2019-06-03
716447	0	1916.31	2019-03-22
716447	1	2255.92	2019-06-03
716449	0	1335.48	2019-06-03
716564	0	7748.82	2019-06-03
716584	0	2383.46	2019-06-03
716654	0	2302.8	2019-06-03
716721	0	6933.26	2019-03-21
716765	0	4398.56	2019-06-03
716775	0	2597.74	2019-06-03
716787	0	1511.53	2019-06-03
716806	0	4537.46	2019-06-03
716822	0	5892.19	2019-06-03
716858	0	8338.17	2019-06-03
716957	0	1584.82	2019-06-03
716981	0	2870.06	2019-06-03
717002	0	3331.52	2019-03-22
717039	0	3163.15	2019-06-03
717072	0	4432.44	2019-06-03
717072	1	4157.79	2019-03-22
717085	0	2120.96	2019-06-03
717092	0	4750.01	2019-06-03
717185	0	3726.67	2019-06-03
717188	0	7097.26	2019-03-22
717188	1	8355	2019-06-03
717205	0	1162.16	2018-11-22
717247	0	2792.08	2019-06-03
717294	0	4786.48	2019-06-03
717348	0	1006.76	2019-03-20
717366	0	4755.69	2019-06-03
717368	0	4736.57	2019-06-03
717397	1	1649.88	2019-06-03
717484	0	6047.84	2019-06-03
717489	0	4721.62	2019-06-03
717514	0	2119.82	2019-06-03
717527	0	5986.36	2019-03-22
717530	0	4042.06	2019-06-03
717573	0	909	2019-03-20
717592	0	3795.25	2019-06-03
717611	0	4563.96	2019-06-03
717707	0	2422.97	2019-06-03
717747	0	10231.01	2019-06-03
717763	0	4723.3	2019-06-03
717778	0	2507.18	2019-06-03
717868	0	468	2019-03-20
717882	0	15759.24	2019-06-03
717989	0	4526.61	2019-06-03
718029	0	7405.97	2019-06-03
718080	0	11690.12	2019-03-22
718094	0	10584.58	2019-06-03
718096	0	2941.19	2019-06-03
718184	0	804.21	2019-03-20
718220	0	7099.49	2019-06-03
718236	0	2195.56	2019-03-22
718389	0	2728.81	2019-06-03
718391	0	3251.02	2019-03-22
718411	0	2673.26	2019-06-03
718437	0	553.66	2019-03-20
718438	0	986.7	2019-06-03
718469	0	1726.18	2019-06-03
718534	0	319.1	2019-03-20
718543	0	2204.84	2019-06-03
718610	0	4232.06	2019-06-03
718628	0	3149.79	2019-06-03
718662	0	3820.84	2019-04-04
718679	0	2924.75	2019-06-03
718712	0	2234.42	2019-06-03
718777	0	4949.24	2019-03-22
718783	0	8249.87	2019-03-22
718814	0	1530.65	2019-03-20
718823	0	5120	2019-06-03
718860	0	2566.28	2019-03-20
718889	0	1968.22	2019-06-03
718955	0	2473.96	2019-06-03
718980	0	2206.2	2019-03-22
718981	0	775.98	2019-03-20
718982	0	17318.17	2019-03-22
719003	0	5939.8	2019-06-03
719008	0	1456.49	2019-06-03
719034	0	2121.82	2019-06-03
719118	0	8558.2	2019-03-22
719180	0	4330.51	2019-03-22
719180	1	5097.94	2019-06-03
719230	0	2286.9	2019-06-03
719238	0	7370.2	2019-06-03
719244	0	2764.42	2019-06-03
719248	0	2796.17	2019-06-03
719293	0	2114.71	2019-06-03
719332	0	10989.93	2019-06-03
719364	0	1169.79	2018-11-22
719374	0	7606.4	2019-06-03
719397	0	2684.81	2019-06-03
719400	0	3753.91	2019-06-03
719595	0	2210.09	2019-03-20
719614	0	1538.49	2019-06-03
719625	0	5940.89	2019-06-03
719634	0	3758.87	2019-06-03
719644	0	2876.21	2019-03-21
719684	0	6123.36	2019-03-22
719746	0	1888.7	2019-06-03
719766	0	3842.31	2019-03-21
719777	0	5115.29	2019-06-03
719803	0	824.02	2018-11-22
719823	0	9208.42	2019-03-22
719832	0	8181.98	2019-06-03
719847	0	2216.82	2019-06-03
719848	0	12974.7	2019-06-03
719899	0	5427.64	2019-03-22
719975	0	2329.55	2019-03-22
719992	0	789.72	2019-03-20
720013	0	496.75	2019-03-20
720081	0	2302.28	2019-06-03
720175	0	2274.76	2019-06-03
720253	0	1361.1	2019-06-03
720254	0	1720.28	2019-06-03
720270	0	203.76	2019-03-20
720273	0	4357.81	2019-06-03
720307	0	681.43	2019-06-03
720366	0	4974.94	2019-06-03
720380	0	6459.94	2019-06-03
720413	0	3312.85	2019-06-03
720431	0	2319.92	2019-06-03
720446	0	5169.06	2019-06-03
720570	0	13534.03	2019-06-03
720675	0	2105.54	2019-06-03
720689	0	4433.63	2019-06-03
720703	0	3649.09	2019-06-03
720732	0	2739.56	2019-06-03
720824	0	2233.47	2019-06-03
720890	1	4687.9	2019-04-04
720902	0	1192.47	2019-03-20
720921	0	890.43	2018-11-22
720955	0	2157.28	2019-06-03
721006	0	8243.55	2019-06-03
721091	0	2999.13	2019-03-21
721098	0	3436.28	2019-06-03
721104	0	1248.29	2018-11-22
721122	0	2179.87	2019-06-03
721167	0	2406.43	2019-06-03
721382	0	1827.36	2019-03-20
721385	0	6371.96	2019-03-22
721401	0	11895.75	2019-03-22
721537	0	16858.51	2019-03-20
721553	0	1683.96	2019-03-22
721558	0	5131.26	2019-03-22
721597	0	2259.9	2018-11-22
721656	0	1772	2019-03-22
721709	0	2611.25	2019-06-03
721740	0	5605.27	2019-06-03
721777	0	8173.66	2019-06-03
721796	0	10147.8	2019-06-03
721857	0	3233.99	2019-06-03
721898	0	1314.22	2019-06-03
721959	0	4805.85	2019-03-22
721991	0	2272.12	2019-06-03
722057	0	995.56	2019-03-20
722102	0	1517.15	2019-06-03
722213	0	5140.85	2019-06-03
722246	0	13045.17	2019-03-22
722308	0	2313.78	2019-06-03
722338	0	4168.72	2019-06-03
722373	1	2454.45	2019-06-03
722400	0	969.26	2019-03-22
722479	0	8878.48	2019-06-03
722486	0	2052.9	2019-06-03
722585	0	5265.66	2019-06-03
722642	0	2159.87	2019-06-03
722661	0	1279.98	2019-03-20
722689	0	1297.08	2019-03-22
722705	1	2527.66	2019-06-03
722742	0	2251.44	2019-06-03
722787	0	2894.43	2018-11-22
722915	0	957.01	2019-03-20
722937	0	335.87	2019-03-20
723005	0	3169.82	2019-06-03
723010	0	2437.07	2019-06-03
723086	0	3094.55	2019-06-03
723207	1	1913.13	2019-03-21
723239	0	1222.98	2018-11-22
723309	0	1605.76	2019-03-22
723372	0	2488.79	2019-03-22
723422	0	1330.99	2019-06-03
723441	0	1900.35	2019-06-03
723476	0	2255.7	2019-06-03
723479	0	4413.89	2019-06-03
723528	0	2712.96	2019-06-03
723529	0	6673.19	2019-06-03
723560	0	4225.57	2019-03-22
723582	0	1067.09	2019-06-03
723614	0	3472.25	2019-06-03
723649	0	5172.48	2019-06-03
723678	0	1894.7	2019-06-03
723739	0	13803.87	2019-06-03
723784	0	3546.31	2019-06-03
723785	0	3340.76	2019-06-03
723883	0	2923.69	2019-06-03
723900	0	1181.78	2018-11-22
723900	1	1474.67	2019-03-22
723923	0	5475.75	2019-06-03
723984	0	2335.6	2019-06-03
723989	0	1070.71	2019-06-03
724104	0	1510.65	2019-03-22
724110	0	1120.48	2019-06-03
724115	0	1092.89	2019-06-03
724125	0	1259.71	2018-11-22
724216	0	6727.1	2019-06-03
724279	0	5223.53	2019-06-03
724390	0	7317.66	2019-06-03
724492	0	2983	2018-11-22
724557	0	2713.53	2019-06-03
724649	0	5258.81	2019-06-03
724656	0	4720.81	2018-11-22
724657	0	3027.91	2019-06-03
724682	0	1769.37	2019-03-22
724701	0	7024.11	2019-06-03
724723	0	9950.64	2019-06-03
724734	0	3519.7	2019-06-03
724783	0	2372.27	2019-06-03
724792	0	5619.21	2019-06-03
724832	0	9956.27	2019-06-03
724885	0	1064.26	2019-03-20
724950	0	2643.79	2018-11-22
724960	0	5630.2	2019-06-03
724993	0	1716.19	2018-11-22
725013	0	5092.6	2019-03-20
725084	0	3999.27	2018-11-22
725087	0	2417.35	2019-06-03
725099	0	5029	2019-06-03
725107	0	9405.93	2019-06-03
725134	0	4770.52	2019-06-03
725147	0	4448.21	2019-06-03
725168	1	872.22	2019-06-03
725224	0	4914.49	2019-03-22
725243	0	1307.38	2019-03-20
725251	0	10527.39	2019-06-03
725259	0	3226.27	2019-06-03
725277	0	3980.52	2019-06-03
725286	0	3904.93	2019-06-03
725317	0	1905.83	2019-06-03
725365	0	2175.35	2019-03-22
725384	0	9719.8	2019-06-03
725409	0	2188.15	2019-06-03
725453	0	2674.17	2019-06-03
725547	0	2588.3	2019-03-22
725556	0	738.29	2018-11-22
725748	0	3623.55	2019-03-22
725767	0	652.75	2019-03-20
725832	0	1017.38	2019-03-20
725839	0	1380.37	2019-03-21
725847	0	4386.33	2019-06-03
725933	0	924.58	2019-06-03
725937	0	3389.51	2019-06-03
725938	0	5422.38	2019-06-03
725990	0	4124.87	2019-06-03
726039	0	2932.69	2019-06-03
726052	1	1745.22	2019-06-03
726056	0	1217.96	2019-06-03
726069	0	6120.16	2019-03-22
726096	0	2568.58	2019-06-03
726134	0	1787.83	2019-06-03
726210	0	1672.66	2019-03-20
726213	0	4164.66	2019-06-03
726216	0	1929.76	2019-06-03
726263	0	3066.02	2019-06-03
726300	1	2877.7	2019-06-03
726339	0	12561.4	2019-03-22
726387	0	2003.7	2019-03-22
726414	0	6280.63	2019-03-22
726454	0	2454.97	2019-06-03
726515	0	3524.39	2019-06-03
726552	0	2092.39	2019-06-03
726573	0	7384.27	2019-06-03
726658	0	2615.83	2019-06-03
726677	0	2848.67	2019-06-03
726700	0	1445.4	2019-03-20
726705	1	1567.47	2019-04-04
726817	0	13923.67	2019-06-03
726838	0	1237.82	2019-06-03
726840	0	8398.96	2019-03-20
726856	0	2636.75	2019-03-22
726856	1	3104.02	2019-06-03
726862	0	1706.15	2019-03-22
726866	0	4294.85	2019-06-03
726872	0	2090.81	2019-06-03
726885	0	2745.88	2019-06-03
726909	0	6093.79	2019-06-03
726914	0	2861.84	2019-06-03
727000	0	1974.93	2019-06-03
727064	0	2750.4	2019-06-03
727119	0	4992.47	2019-03-22
727143	0	10716.22	2019-06-03
727166	0	4450.4	2019-03-22
727167	0	870.21	2019-03-20
727167	1	1062.94	2019-06-03
727206	0	2351.45	2019-06-03
727253	0	565.34	2019-03-20
727292	0	4928.31	2019-06-03
727318	0	5150.09	2019-06-03
727405	0	3251.06	2019-06-03
727409	0	1499.65	2019-04-04
727419	0	788.83	2019-06-03
727443	0	1507.57	2019-03-20
727509	0	8982.04	2019-06-03
727563	0	6710.27	2019-06-03
727571	0	3985.8	2019-03-22
727595	0	3268.07	2019-03-21
727609	0	1815.56	2018-11-22
727612	0	1351.43	2019-06-03
727659	1	2605.46	2018-11-22
727719	0	5448.92	2019-06-03
727833	0	2344.63	2019-06-03
727901	0	1921.7	2019-06-03
727960	0	6351.02	2019-06-03
727995	0	17260.62	2019-06-03
728037	0	4402.39	2019-06-03
728042	0	2510.53	2019-06-03
728094	0	1937.63	2019-06-03
728110	0	2120.34	2019-06-03
728112	0	2031.69	2019-06-03
728191	0	888.76	2019-03-20
728226	0	2272.55	2019-06-03
728232	0	4426.06	2019-06-03
728255	0	3007.18	2019-06-03
728258	0	1940.34	2019-06-03
728272	0	696.64	2019-03-20
728275	0	6279.82	2019-06-03
728322	0	1497.24	2019-06-03
728345	0	1382.92	2019-03-21
728361	0	5228.21	2019-06-03
728475	0	1995.89	2019-03-22
728490	0	2316.02	2019-06-03
728497	0	8300.19	2019-06-03
728535	0	3500.75	2019-06-03
728565	0	7136.88	2019-06-03
728597	0	2411	2019-06-03
728640	0	3053.3	2019-06-03
728659	0	1509.67	2019-03-22
728668	0	577.21	2019-03-20
728671	0	1543.72	2019-06-03
728677	0	2275.29	2019-06-03
728681	0	2491.87	2019-06-03
728693	0	1881.78	2019-03-21
728756	0	4841.2	2019-06-03
728778	0	7039.6	2019-03-22
728804	0	2730.97	2019-06-03
728859	0	813.56	2018-11-22
728875	0	1408.88	2018-11-22
728955	0	4188.2	2019-06-03
728963	0	3803.98	2019-06-03
729051	0	4078.19	2019-06-03
729062	0	4649.52	2018-11-22
729152	0	2062.29	2019-06-03
729166	0	4433.22	2019-06-03
729236	0	5879.65	2019-03-21
729269	0	1203.74	2018-11-22
729274	0	959.74	2019-03-22
729296	0	1096.18	2019-06-03
729317	0	5882.44	2019-03-22
729355	0	4565.46	2019-03-22
729369	0	2309.43	2019-06-03
729383	0	6175.56	2019-03-22
729423	1	558.57	2018-11-22
729441	0	1473.31	2019-06-03
729494	0	4474.7	2019-06-03
729552	0	646.63	2019-03-20
729561	0	5523.4	2019-06-03
729570	0	7812.06	2019-06-03
729622	0	2011.39	2019-03-20
729640	0	2779.03	2019-06-03
729702	0	7119.18	2018-11-22
729747	0	1966.27	2019-06-03
729783	0	7014.13	2019-03-22
729786	0	2962.51	2018-11-22
729810	0	3302.25	2019-03-22
729848	0	7560.6	2019-06-03
729920	0	1309.82	2019-06-03
729939	0	5941.49	2019-06-03
730043	0	6047.35	2019-03-22
730078	0	1886.24	2019-06-03
730083	0	3260.58	2019-06-03
730107	0	2508.62	2019-06-03
730335	0	14382.72	2019-06-03
730369	0	1309.8	2019-06-03
730379	0	15813.88	2019-06-03
730388	0	6891.74	2019-06-03
730444	0	3272.6	2019-06-03
730481	0	4640.82	2019-06-03
730608	0	718.08	2019-03-20
730723	0	891.87	2019-03-20
730755	0	4486.04	2019-03-22
730812	0	7936.56	2019-06-03
730834	0	4113.28	2019-03-22
730843	0	4575.81	2019-06-03
730862	0	3413.61	2019-06-03
730895	0	2932.57	2019-03-21
730940	0	4639.2	2019-06-03
731130	0	1118.47	2019-06-03
731162	0	6616.37	2019-06-03
731224	0	2422.62	2019-06-03
731231	0	7052.81	2019-06-03
731274	0	5063.72	2019-06-03
731288	0	2260.24	2019-06-03
731306	0	6332.8	2019-06-03
731326	0	4589.9	2019-06-03
731330	0	805.93	2019-03-20
731353	0	1391.75	2019-03-20
731355	0	3341.28	2019-06-03
731437	0	4081.38	2019-06-03
731514	0	7044.94	2019-03-21
731514	1	8293.43	2019-06-03
731544	0	1620.65	2019-03-22
731555	0	2252.65	2019-06-03
731730	0	9316.78	2019-06-03
731732	0	7661.79	2019-06-03
731748	0	6081.29	2019-06-03
731750	0	4582.31	2019-06-03
731954	0	1050.88	2019-03-20
731987	0	1315.74	2019-06-03
731990	0	2241.06	2019-06-03
732012	0	1386.26	2019-06-03
732028	0	2202.91	2019-06-03
732059	0	1708.88	2019-06-03
732086	0	8388.24	2019-06-03
732092	0	7849.47	2019-06-03
732128	0	4888.61	2019-06-03
732196	0	3520.29	2019-06-03
732227	0	1567.31	2018-11-22
732227	1	1955.78	2019-03-22
732272	0	524.99	2018-11-22
732342	0	6489.67	2019-06-03
732349	0	2822.72	2019-06-03
732530	0	5299.51	2019-03-22
732567	0	1859.8	2019-06-03
732674	0	5771.31	2019-03-22
732769	0	1044.89	2019-03-22
732782	1	2228.51	2019-06-03
732851	0	1035.53	2019-03-20
732916	0	9782.56	2019-06-03
732973	0	9042.27	2019-03-20
732974	0	1848.73	2019-03-20
733031	0	4501.67	2019-03-22
733134	0	7910.57	2019-06-03
733239	0	16414.2	2019-06-03
733323	0	2728.47	2019-06-03
733355	0	15564.78	2019-06-03
733377	0	6828.35	2019-03-22
733417	0	2107.34	2019-03-20
733443	0	1034.13	2019-06-03
733468	0	2218.62	2019-03-21
733624	0	6994.45	2019-06-03
733651	0	21091.91	2019-06-03
733739	0	3000.53	2019-06-03
733766	0	3065.07	2019-06-03
733773	0	1513.74	2019-03-20
733777	0	548.54	2019-03-20
733793	0	2039.26	2019-06-03
733813	0	3003.09	2019-06-03
733840	0	4301.46	2019-06-03
733853	0	5025.26	2019-06-03
733931	0	2477.45	2018-11-22
733965	0	2123.15	2019-06-03
734015	0	2351.98	2018-11-22
734031	0	4728.1	2019-06-03
734035	0	3168.47	2019-06-03
734127	0	2230.96	2018-11-22
734157	0	3964.69	2019-06-03
734197	0	6537.31	2019-06-03
734245	0	8990.43	2019-06-03
734290	0	6632.1	2019-06-03
734294	0	7099.63	2019-06-03
734304	0	7018.8	2019-06-03
734379	0	3304.88	2019-06-03
734392	0	3476.06	2019-06-03
734427	0	2292.94	2018-11-22
734441	0	10556.97	2019-06-03
734495	0	2187.91	2019-03-21
734571	0	7790.57	2019-06-03
734757	1	1203.36	2018-11-22
734788	0	4071.12	2019-03-21
734828	0	748.74	2019-03-20
734854	0	1312.08	2019-06-03
734889	0	1227.1	2019-03-22
734984	0	2769.18	2019-06-03
735000	0	11506.39	2019-06-03
735044	0	1851.82	2019-06-03
735053	0	3512.64	2019-06-03
735100	0	3118.39	2019-06-03
735198	0	4228.21	2019-06-03
735212	0	1997.7	2019-06-03
735236	0	4151.98	2019-06-03
735254	0	4983.12	2019-06-03
735328	0	3418.58	2019-03-22
735362	0	7302.35	2019-06-03
735366	0	4901.17	2019-03-22
735397	0	5057.34	2019-06-03
735552	0	5931.39	2019-06-03
735582	0	743.04	2019-03-20
735633	0	930.22	2019-03-20
735666	0	8307.78	2019-03-22
735700	0	2339.37	2019-03-22
735794	0	4631.08	2019-06-03
735813	0	1083.83	2019-03-20
735855	0	1584.71	2019-03-20
735874	0	2847.8	2019-06-03
735885	0	8867.46	2019-06-03
735976	0	4076.82	2019-03-22
735980	0	6635.3	2019-06-03
735984	0	4900.38	2019-06-03
736026	0	3741.4	2019-03-22
736108	0	1912.73	2019-06-03
736163	0	14762.69	2019-03-22
736225	0	2518.78	2019-06-03
736249	0	2507.91	2019-06-03
736279	0	2346.07	2018-11-22
736291	0	2707.74	2019-06-03
736317	0	4802.03	2019-06-03
736332	0	1853.12	2019-03-22
736334	0	794.03	2019-03-20
736347	0	2364.49	2019-03-22
736366	0	3864.35	2019-03-20
736380	0	1322.2	2019-03-20
736384	0	2201.97	2019-06-03
736397	0	11781.39	2019-06-03
736416	0	3617.98	2019-06-03
736441	0	7353.85	2019-06-03
736579	0	4605.2	2019-06-03
736684	0	564.62	2019-03-20
736712	0	7219.67	2019-03-22
736797	0	1077.1	2019-03-22
736842	0	3015.22	2019-06-03
736873	1	862	2019-06-03
736904	0	4725.75	2019-03-21
736912	0	692.48	2019-03-20
736993	0	8041.46	2019-06-03
